ZIP Code,"Land Value
(1/4 Acre Lot, Standardized)","Land Value
(Per Acre, As-Is)",Land Share of Property Value,Lot Size,Interior Square Feet,Property Value (Standardized),Property Value (As-is)
15851,11400,18300,0.135,29210,1600,99500,91200
15853,11800,28800,0.166,20660,1590,95200,82500
15857,18800,43800,0.209,23190,1570,120600,111500
15902,16800,49700,0.221,15950,1500,107900,82500
15904,28500,79500,0.203,18430,1670,168000,165800
15905,19300,47600,0.167,22430,1670,135000,128400
15906,11900,33000,0.19,16700,1450,89400,66700
15909,14500,28100,0.181,30990,1480,116800,110400
15926,49200,97400,0.298,26800,1640,176000,201200
15928,22700,44100,0.167,26080,1680,154900,158000
15931,22600,53800,0.153,21150,1840,165500,171100
15935,14300,23800,0.145,31280,1520,114700,118000
15938,16300,35400,0.168,26780,1640,126200,129200
15943,14000,31300,0.18,23670,1540,103000,94400
15944,13500,23700,0.159,34690,1520,128900,116700
15946,19300,50100,0.182,18670,1550,134000,118100
15952,23400,63000,0.194,19690,1520,154800,146500
15954,13000,35900,0.136,18420,1580,123800,105500
15958,18400,32900,0.166,35160,1780,136400,160400
15963,16500,41700,0.158,18640,1590,121400,113000
16001,25700,58900,0.174,22010,1640,180900,170700
16002,29800,42400,0.18,42850,1850,198100,231600
16023,27700,34100,0.211,52580,1670,177500,195000
16025,18500,26800,0.164,41240,1470,162600,154400
16028,22900,39900,0.195,34630,1530,146500,154300
16033,38000,71400,0.181,28400,1920,207200,257300
16037,41700,70800,0.187,30090,1860,225700,261600
16046,72600,169200,0.185,20590,2560,274500,431700
16051,18500,25400,0.245,56430,1180,140200,137800
16052,28400,38500,0.169,46690,1950,191600,243900
16053,36900,52900,0.218,42310,1810,191500,236100
16055,36400,60800,0.19,33340,2000,195400,244700
16056,36900,60400,0.205,34560,1880,202100,234100
16057,20300,31600,0.179,42220,1450,165100,166100
16059,53000,87100,0.22,33260,2080,230600,302700
16063,42300,103700,0.205,25330,1820,224800,239400
16066,60300,171900,0.191,16270,2230,275100,335700
16101,14400,38200,0.239,19530,1030,109400,71600
16102,12000,30800,0.189,20310,1060,111500,75800
16105,15800,39900,0.187,22710,1200,142900,111300
16115,15700,28300,0.185,35210,1350,134100,123700
16117,16900,50300,0.18,16470,1160,156800,103500
16125,14200,25900,0.158,27980,1530,126900,105500
16127,24500,52900,0.158,22480,1720,188600,172400
16134,28200,45300,0.223,28360,1420,156000,126500
16137,30600,47700,0.181,34390,1770,184200,207900
16142,18100,33900,0.184,33560,1310,166200,140900
16143,14700,22600,0.231,47500,1120,120000,107100
16146,9200,40500,0.098,9530,1620,120300,90600
16148,20700,38700,0.144,28830,1820,165200,177800
16150,16600,36300,0.155,23090,1560,145000,123700
16156,16100,24400,0.222,47410,1120,130700,120300
16159,15800,22800,0.141,39930,1630,150900,148700
16201,19400,40900,0.18,24490,1560,137300,128000
16214,21500,42500,0.175,23480,1680,136900,130700
16226,18800,46200,0.194,19210,1480,125700,104900
16229,25000,49100,0.199,25770,1590,154800,146600
16242,12900,26600,0.151,25590,1500,107400,103100
16248,8600,11700,0.116,35740,1450,94800,82700
16254,21900,36300,0.181,28970,1650,136200,133000
16301,11600,32700,0.161,15830,1510,94000,74100
16313,8400,16500,0.133,27800,1060,100100,79500
16316,82000,201500,0.405,17660,1610,216500,201900
16323,11800,26500,0.135,21040,1500,111500,94800
16335,31000,52800,0.247,25160,1650,144000,123300
16340,9100,14100,0.139,40130,1120,106100,93900
16345,12000,17700,0.148,42850,1230,120700,117800
16346,11900,21600,0.121,29550,1440,124400,121000
16347,7000,15400,0.138,23630,1160,77700,60500
16350,7900,12000,0.118,41650,1240,99100,97000
16351,9200,17900,0.16,28350,1080,95900,73000
16354,10500,21700,0.137,40040,1530,98100,92100
16365,11000,29400,0.127,17700,1240,117000,94400
16371,9900,23000,0.132,22260,1190,108000,89200
16403,23200,40200,0.206,24760,1580,133200,111100
16407,15000,34800,0.192,21950,1430,118000,88200
16412,36200,77300,0.24,22560,1490,201200,166900
16415,38400,81100,0.223,25410,1720,203300,212300
16417,20900,43100,0.188,26140,1420,170500,137400
16421,30900,54700,0.287,32220,1450,167900,140900
16423,20400,49600,0.191,21140,1370,164600,126300
16424,26900,37200,0.284,30790,1380,121700,92500
16428,35100,74000,0.27,24010,1530,180400,150900
16433,29300,32300,0.215,38340,1570,146000,132200
16438,11600,25600,0.162,23790,1400,117200,85200
16441,26800,42400,0.21,35840,1520,167500,166200
16504,14100,73700,0.145,7480,1300,142800,87100
16505,32800,112600,0.213,13220,1560,205200,160700
16506,34500,98700,0.2,16850,1620,212300,190700
16508,13200,74300,0.123,6870,1360,154100,94900
16509,29500,77300,0.206,18720,1550,193200,161300
16510,23100,69100,0.2,15910,1350,168000,126500
16511,39100,132200,0.319,13100,1380,172500,124500
16601,13800,46200,0.119,13120,1560,138700,116600
16602,13500,58000,0.112,9250,1550,137900,110100
16611,21500,33700,0.178,30900,1640,137900,134400
16617,13900,52500,0.099,11000,1570,160600,134300
16625,10700,21500,0.106,29060,1560,125200,132300
16630,23100,68700,0.193,15720,1600,153700,128800
16635,19100,46000,0.13,23540,1690,174300,191800
16637,11800,25700,0.111,30020,1600,132500,160000
16640,11000,22200,0.133,31150,1360,121800,119100
16647,27000,25700,0.172,56600,1640,153900,194200
16648,24600,63100,0.152,21120,1700,193000,201800
16652,24700,44800,0.185,25440,1630,144800,141200
16657,26700,29500,0.17,46780,1640,157900,186100
16662,18300,43200,0.14,24400,1650,166800,172700
16664,17700,22100,0.147,42750,1630,138100,147700
16673,13700,32900,0.11,23560,1600,155800,152800
16686,14600,36700,0.126,20610,1600,144900,135500
16693,10200,25000,0.114,23070,1580,126100,116600
16701,11800,29400,0.124,19320,1670,126200,105100
16735,10600,24900,0.13,20520,1710,102600,90300
16801,81300,249300,0.283,14920,1820,304900,302200
16803,77800,244000,0.277,14620,1830,300200,295400
16820,26200,46500,0.195,31510,1600,178300,172300
16822,17200,31100,0.164,29540,1600,126800,129000
16823,40000,97700,0.226,20210,1550,216700,200300
16827,66600,173700,0.249,18820,1850,288100,301800
16828,39700,79800,0.237,26610,1620,215300,205300
16830,26000,70100,0.225,16580,1660,135600,118400
16833,25300,43000,0.236,29090,1560,127500,121500
16841,23600,38400,0.193,35970,1470,180000,163900
16844,26300,38900,0.215,41100,1490,178300,170900
16851,61100,169800,0.261,17370,1720,273400,259200
16854,25500,58800,0.195,21840,1580,170600,150700
16858,23800,25800,0.205,52850,1580,122700,153100
16865,44700,83500,0.246,29850,1610,247300,232900
16866,17700,42700,0.163,19880,1590,135400,119800
16870,52200,79600,0.239,38050,1940,245700,291300
16874,20400,37500,0.183,30440,1510,152500,142900
16875,30300,42700,0.23,44190,1560,184600,188400
16877,33800,41000,0.206,46860,1680,186400,213500
16901,25300,36800,0.189,35630,1780,156600,159200
16914,18000,17000,0.147,59800,1590,131500,159300
16915,9500,16800,0.103,33280,1730,130100,124800
16920,17400,32000,0.143,27580,1730,145000,142000
16925,19000,19300,0.157,56410,1660,127200,159500
16933,23700,37000,0.167,32410,1740,162900,164300
16946,16900,24100,0.151,39160,1820,142900,143500
16947,18200,27200,0.15,35190,1650,134900,145900
17003,41000,95000,0.256,22050,1700,179700,188200
17004,20900,40900,0.166,25310,1710,140400,143700
17007,44600,93000,0.258,28550,1920,208800,236100
17009,17800,61000,0.198,12590,1550,114800,89300
17011,52000,187000,0.255,12430,1670,236600,208100
17013,40300,123200,0.231,14590,1630,202100,178500
17015,37800,68800,0.246,34520,1740,204000,222000
17018,31900,58400,0.325,32500,1100,178700,133900
17019,39100,69800,0.246,30110,1590,188400,196500
17020,22000,36300,0.181,33620,1530,151200,154300
17022,44200,116100,0.309,19270,1190,208100,161600
17023,25000,60800,0.303,20860,1060,144400,96000
17025,48900,157500,0.256,14200,1660,210300,200200
17026,33300,64800,0.251,30700,1590,159700,178300
17028,38800,62000,0.382,43930,1250,179800,162000
17032,24600,42100,0.291,36300,1080,157700,120600
17033,65700,199200,0.344,14990,1340,257300,199100
17034,26900,121500,0.294,8250,980,150000,78300
17036,55700,144300,0.313,18570,1390,231500,196600
17038,35400,80600,0.246,22840,1540,167900,172100
17040,19800,28000,0.182,43580,1490,145200,154500
17042,37100,114400,0.232,14950,1670,171200,169000
17043,53100,221300,0.259,9170,1690,212500,179600
17044,19400,42000,0.182,21770,1530,127500,115400
17045,20700,34500,0.178,33850,1600,142700,149000
17046,29200,94800,0.232,13760,1500,146600,129300
17047,18600,27600,0.179,40360,1460,138200,143200
17048,21700,61700,0.321,14960,1030,112000,66000
17049,19300,27000,0.138,38510,1630,145000,173300
17050,62000,175600,0.255,17600,2030,240000,278000
17051,17400,27200,0.181,34480,1600,108600,119000
17053,26200,53200,0.174,24340,1540,171800,170600
17055,52400,156000,0.254,16170,1790,221500,222900
17057,37600,109000,0.332,15640,1090,179900,117900
17058,18600,29000,0.127,32160,1740,140800,168900
17059,18500,28400,0.139,33620,1680,147400,158000
17061,27900,75200,0.311,17090,1050,147900,94800
17062,17500,27300,0.145,37280,1600,149300,160800
17063,18800,40300,0.188,22880,1560,122700,112700
17064,57800,184700,0.223,12090,1660,278600,229900
17065,39700,105100,0.289,19380,1560,180500,161600
17066,17600,52800,0.195,14750,1590,112400,90400
17067,33800,82000,0.231,21850,1630,164800,173700
17068,18500,30300,0.146,34920,1640,152700,165800
17070,44200,156100,0.251,14620,1520,202600,172200
17073,32400,85500,0.221,19030,1530,161700,168700
17074,18800,33100,0.168,30050,1510,141600,135500
17078,45600,135300,0.246,15760,1700,200800,199100
17082,17500,24700,0.146,36430,1500,135100,140900
17084,22100,50900,0.153,21230,1770,149300,162000
17087,30600,70400,0.237,25860,1620,162600,164800
17090,21900,28400,0.178,50400,1510,159200,185200
17094,18200,34900,0.13,25850,1600,154400,159400
17102,28500,391600,0.153,1620,1260,189800,95000
17103,23000,188600,0.305,3510,1080,101200,49900
17104,19200,163200,0.232,3130,980,111900,50600
17109,37900,143100,0.324,11390,1000,197700,115400
17110,35500,144800,0.281,9780,1200,173900,115700
17111,41800,141600,0.289,12890,1200,203500,144800
17112,45900,120900,0.309,18840,1280,210300,169200
17113,27300,128600,0.292,7760,1010,145600,78300
17201,34100,121600,0.202,12000,1720,181000,166200
17202,33900,71500,0.194,24780,1960,182500,209400
17214,31700,62600,0.202,28010,1940,187600,199600
17222,38700,90500,0.226,23710,1710,189100,196900
17225,36300,80400,0.189,22900,2030,191500,223700
17233,28500,42000,0.217,33160,1620,153600,147200
17236,29200,48500,0.198,31670,1780,169800,178300
17237,25500,81300,0.179,14180,1530,168900,147800
17238,23600,22700,0.194,55340,1600,149700,148100
17240,21900,38900,0.207,37630,1560,170800,162200
17241,23700,43100,0.221,36580,1550,169300,163600
17244,24300,41200,0.199,33110,1530,165600,157700
17252,28600,47700,0.226,34390,1700,160100,166800
17257,27200,61800,0.202,23310,1660,169000,164000
17267,23500,21600,0.166,57800,1700,156400,172100
17268,33000,82500,0.194,19250,1810,180700,187400
17301,38600,63000,0.256,33370,1450,193900,188400
17302,29000,41400,0.263,43620,1380,156800,157500
17304,32300,44700,0.231,38710,1480,175400,171700
17307,30800,46500,0.238,35060,1480,174500,157500
17309,28700,42100,0.251,42420,1350,165400,163300
17313,36300,111100,0.251,14760,1420,182000,150300
17314,32300,54800,0.254,33280,1440,163500,164800
17315,34500,80700,0.25,20550,1370,174200,152600
17316,47100,93500,0.274,27550,1500,212400,201900
17319,37500,84200,0.243,21660,1440,189200,172400
17320,28200,42900,0.185,35710,1480,199500,189700
17321,34500,47600,0.259,45270,1520,177600,190800
17322,31900,48900,0.251,38730,1380,175000,173200
17324,29200,44100,0.279,44420,1440,171000,160500
17325,47400,99900,0.255,22760,1590,213000,204300
17327,37400,64100,0.258,32580,1530,185600,186200
17329,34100,45500,0.262,48040,1480,177600,191400
17331,38700,112800,0.237,15520,1490,188700,167500
17339,40800,66800,0.247,33970,1640,194100,211100
17340,42300,82200,0.251,25400,1490,206800,191000
17344,38200,167500,0.25,9520,1400,185300,146300
17345,30700,77300,0.237,18710,1330,166700,140400
17347,35800,94000,0.24,18170,1510,172500,163300
17349,44300,89900,0.238,25550,1720,211500,221200
17350,41200,79500,0.268,25960,1420,196400,177100
17352,35400,47500,0.268,47680,1500,183500,194300
17353,29100,39100,0.228,41420,1400,179100,163400
17356,33900,83300,0.238,19030,1460,172900,153000
17360,40400,76800,0.231,26990,1700,185200,206200
17361,45700,124900,0.239,17400,1600,217300,208400
17362,33700,60100,0.249,30820,1490,174100,170700
17363,39000,68000,0.245,31700,1590,194500,202200
17364,30800,42800,0.26,44690,1400,166700,168800
17365,31900,47800,0.255,40400,1440,169400,173600
17366,33300,71300,0.248,22860,1390,166400,150700
17368,31400,71100,0.234,21900,1410,173100,153100
17370,34500,69700,0.262,25840,1390,169400,158100
17372,37700,50800,0.28,41400,1430,185000,171300
17401,14300,150800,0.188,2760,1540,79500,50800
17402,40600,121200,0.233,15300,1610,197800,182600
17403,32000,124600,0.233,11090,1540,156600,136300
17404,33200,127000,0.225,11230,1570,162000,145700
17406,36300,83900,0.247,20440,1430,180500,159100
17407,38400,106500,0.244,17290,1540,188000,173200
17408,37200,103300,0.244,17010,1500,182000,165600
17501,49700,157400,0.35,14670,1140,212100,151400
17502,39400,85600,0.336,24800,1080,187000,145100
17505,56800,104900,0.363,32500,1450,225700,215900
17508,51200,157700,0.333,15480,1370,209500,168400
17509,40600,82800,0.327,26900,1210,191100,156300
17512,40200,132100,0.334,12910,1140,171900,117200
17516,41300,69800,0.352,37590,1200,196000,171000
17517,44700,107200,0.331,20920,1180,202900,155400
17518,42100,63200,0.387,45400,1190,187600,170200
17519,47600,100200,0.329,25830,1250,211200,180700
17520,51700,192500,0.34,11450,1100,220300,149000
17522,49400,159600,0.322,13510,1190,210400,153500
17527,41400,73200,0.306,34910,1360,203700,191000
17529,56900,111100,0.331,28470,1370,229300,219400
17532,40600,65200,0.37,40770,1110,197800,165100
17535,46800,86300,0.36,32570,1380,197200,179300
17536,42300,60000,0.359,49690,1290,191600,190500
17538,56600,181100,0.329,14820,1340,227500,187300
17540,53200,147000,0.335,17580,1290,217200,177200
17543,60000,160900,0.323,17980,1370,238300,205900
17545,48500,110100,0.339,22720,1240,206400,169400
17547,43900,154200,0.301,11730,1180,192300,138000
17550,40900,139200,0.301,13250,1260,190600,140800
17551,50100,144500,0.316,15640,1220,215600,164200
17552,48400,157200,0.297,13430,1220,206900,163000
17554,51000,189600,0.306,11160,1200,222700,158600
17555,43200,69600,0.351,39710,1210,206200,180900
17557,52600,132400,0.347,19520,1250,219500,170800
17560,43100,68500,0.366,41400,1180,198200,177900
17562,46000,88500,0.331,29630,1260,204400,181600
17563,40800,61600,0.37,45010,1130,192600,172200
17565,38500,63300,0.331,39050,1220,192600,171200
17566,43700,83400,0.337,30340,1190,205500,172400
17569,44700,96600,0.313,25430,1330,197200,175000
17572,51700,101100,0.361,29370,1330,212200,189100
17578,46400,106700,0.339,22490,1180,206900,162700
17579,53100,127400,0.334,20980,1260,225200,183600
17581,45600,116000,0.334,19800,1190,206400,157800
17582,38500,75100,0.317,29770,1180,195200,161700
17584,49100,113400,0.34,22270,1200,217900,170500
17601,58600,168600,0.319,16750,1400,238100,203400
17602,44800,184700,0.292,9410,1190,201700,136600
17603,45600,188400,0.291,9180,1160,207100,136500
17701,27200,85900,0.234,13730,1240,160800,115500
17702,29500,79300,0.246,16900,1150,177100,125000
17721,23500,85000,0.19,12080,1580,142500,123800
17724,20200,29200,0.17,36050,1860,128300,142100
17728,21600,33500,0.233,40180,1150,147900,132600
17737,27900,60600,0.249,24000,1230,162200,134400
17740,24600,55600,0.241,22200,1210,150900,117900
17745,24300,57000,0.176,20130,1690,152700,149800
17747,20800,33500,0.189,34410,1640,131800,140500
17751,22200,38400,0.16,31530,1700,149100,173400
17752,22400,42800,0.237,28640,1140,148200,118700
17754,31200,68000,0.225,23710,1270,197400,164700
17756,25500,48900,0.236,28600,1230,158600,135700
17771,21400,29600,0.253,46820,1050,139000,125800
17777,22200,50600,0.18,24500,1720,151400,158300
17801,19200,44000,0.183,20110,1590,129200,111000
17810,24900,35400,0.254,44820,1170,150600,142800
17812,19200,34500,0.179,28340,1760,122500,125800
17814,15200,25100,0.159,37830,1590,130600,137500
17815,24200,55300,0.164,22860,1700,172100,176700
17820,18800,34500,0.178,30860,1650,136300,137600
17821,29600,63100,0.174,25560,1870,189900,212700
17824,23500,45400,0.192,38650,1710,154700,182900
17830,16600,29000,0.205,38990,1430,119000,126500
17834,20300,94900,0.171,8040,1560,124400,102200
17837,37200,83100,0.164,22120,2120,215800,257400
17841,17400,27100,0.199,37610,1510,109700,110400
17842,22600,35200,0.182,35040,1620,143900,155100
17844,25800,49800,0.171,25920,1770,177400,173100
17845,20300,30000,0.171,38740,1640,158500,156500
17846,18300,30800,0.165,36330,1610,149600,155300
17847,22600,58100,0.182,19790,1610,153500,143900
17851,13700,85500,0.139,4760,1630,100200,67300
17853,21200,29200,0.185,43270,1720,136100,149900
17855,25600,80400,0.167,14460,2040,160800,159800
17856,22900,31600,0.196,42880,1540,165900,158900
17857,23100,55500,0.187,21200,1610,152300,144600
17859,19500,30600,0.187,41240,1650,140100,155400
17860,18000,28000,0.183,50330,1790,126700,177400
17864,23500,37000,0.191,33840,1740,137700,150000
17866,14900,60000,0.144,9700,1530,117100,92900
17870,30200,66400,0.179,22040,1810,174500,187700
17872,13400,43500,0.154,12730,1590,109000,82800
17876,28500,87300,0.189,14890,1530,183100,158000
17881,16100,53000,0.19,12930,1450,105300,82600
17889,27300,34700,0.167,48440,1990,178800,230000
17901,15800,54000,0.139,11890,1680,116200,106400
17921,13500,38200,0.143,15100,1620,101500,92800
17922,17300,44000,0.139,24680,1620,149900,179600
17929,12800,48800,0.105,10440,1570,126700,111800
17931,11300,50500,0.1,7800,1570,116500,90400
17938,12100,25600,0.136,32440,1670,119400,140200
17960,15600,28500,0.163,43830,1770,118800,176700
17961,21500,54500,0.149,21930,1870,161300,183900
17963,15300,33500,0.157,29500,1570,124800,144200
17967,11600,26100,0.134,28450,1660,112200,127500
17972,14500,36800,0.129,21810,1650,134700,142300
17980,14400,44500,0.165,15760,1600,104700,93800
17981,13000,45900,0.136,11450,1570,103600,88500
17983,11700,36500,0.12,16780,1660,120400,116900
